Variable_Pair	P_Value
NAME_FAMILY_STATUSCivil_marriage vs EXT_SOURCE_2	2.66651919155097e-56
OCCUPATION_TYPECooking_staff vs DAYS_BIRTH	5.95064956567022e-57
OCCUPATION_TYPECooking_staff vs AGE_IN_YEARS	4.49908797124442e-57
OCCUPATION_TYPECooking_staff vs AGE_IN_YEARS_NUM	4.49908797124442e-57
OCCUPATION_TYPELow_skill_Laborers vs AMT_CREDIT	9.11557030609015e-58
OCCUPATION_TYPEMedicine_staff vs CREDIT_TO_INCOME_RATIO	2.35920116422525e-59
OCCUPATION_TYPEManagers vs EXT_SOURCE_1	8.68593900978879e-60
OCCUPATION_TYPECleaning_staff vs AMT_GOODS_PRICE	1.68214637894659e-61
OCCUPATION_TYPEIT_staff vs AGE_IN_YEARS	8.3126870802046e-62
OCCUPATION_TYPEIT_staff vs AGE_IN_YEARS_NUM	8.3126870802046e-62
OCCUPATION_TYPEIT_staff vs DAYS_BIRTH	7.17370630801277e-62
NAME_CONTRACT_TYPERevolving_loans vs CNT_CHILDREN	4.275769867803e-62
NAME_CONTRACT_TYPECash_loans vs CNT_CHILDREN	4.27576986678472e-62
NAME_FAMILY_STATUSCivil_marriage vs CREDIT_TO_GOODS_PRICE_RATIO	3.57517913416104e-63
NAME_FAMILY_STATUSMarried vs OBS_60_CNT_SOCIAL_CIRCLE	3.57048997373376e-63
NAME_FAMILY_STATUSMarried vs OBS_30_CNT_SOCIAL_CIRCLE	2.96553931657192e-63
EDUCATION_LEVELhighschool_graduate vs CREDIT_TO_ANNUITY_RATIO	2.25560976007626e-63
OCCUPATION_TYPESales_staff vs AMT_CREDIT	1.48576038201096e-63
TARGET vs AMT_CREDIT	1.12833457822669e-63
NAME_EDUCATION_TYPELower_secondary vs AMT_CREDIT	6.20829747316146e-64
EDUCATION_LEVELhighschool_incomplete vs AMT_CREDIT	6.20829747316146e-64
OCCUPATION_TYPESecretaries vs AGE_IN_YEARS	5.0664204955965e-64
OCCUPATION_TYPESecretaries vs AGE_IN_YEARS_NUM	5.0664204955965e-64
OCCUPATION_TYPESecretaries vs DAYS_BIRTH	2.04970696003508e-64
NAME_FAMILY_STATUSSeparated vs AMT_CREDIT	2.03574125987093e-64
EDUCATION_LEVELhighschool_graduate vs CNT_CHILDREN	1.28277895286838e-64
OCCUPATION_TYPESecretaries vs DAYS_EMPLOYED	5.39017325967301e-65
NAME_EDUCATION_TYPESecondary_/_secondary_special vs DEF_30_CNT_SOCIAL_CIRCLE	3.13139918304298e-65
OCCUPATION_TYPEWaiters/barmen_staff vs DAYS_EMPLOYED	1.18836515758064e-65
INCOME_BRACKET300k_UP vs DAYS_LAST_PHONE_CHANGE	4.21847554386983e-66
INCOME_BRACKET200k_250k vs AGE_IN_YEARS	2.66187738391146e-66
INCOME_BRACKET200k_250k vs AGE_IN_YEARS_NUM	2.66187738391146e-66
FLAG_OWN_CARN vs AMT_REQ_CREDIT_BUREAU_YEAR	1.76067828896277e-66
FLAG_OWN_CARY vs AMT_REQ_CREDIT_BUREAU_YEAR	1.76067828785111e-66
INCOME_BRACKET200k_250k vs DAYS_BIRTH	1.23103824293664e-66
OCCUPATION_TYPEWaiters/barmen_staff vs EXT_SOURCE_1	6.93369509467344e-67
OCCUPATION_TYPELow_skill_Laborers vs AMT_GOODS_PRICE	2.0781486614115e-67
OCCUPATION_TYPESales_staff vs AMT_GOODS_PRICE	1.28008306180826e-67
OCCUPATION_TYPEManagers vs DAYS_LAST_PHONE_CHANGE	2.30844178708604e-68
INCOME_BRACKET0_50k vs CREDIT_TO_ANNUITY_RATIO	1.20694000076292e-68
NAME_EDUCATION_TYPESecondary_/_secondary_special vs CNT_CHILDREN	8.43251780871262e-70
OCCUPATION_TYPESecurity_staff vs EXT_SOURCE_1	2.35655000906871e-70
TARGET vs CREDIT_TO_ANNUITY_RATIO	6.45406546744176e-71
HAS_CHILDREN vs CREDIT_TO_ANNUITY_RATIO	5.62279232652026e-71
HAS_CHILDREN_NUM vs CREDIT_TO_ANNUITY_RATIO	5.62279232652026e-71
EDUCATION_LEVELhighschool_graduate vs DEF_30_CNT_SOCIAL_CIRCLE	2.48384745640433e-71
NAME_FAMILY_STATUSSeparated vs AMT_GOODS_PRICE	2.00382951004104e-71
TARGET vs DEF_30_CNT_SOCIAL_CIRCLE	1.25538963772488e-71
AGE_BUCKET65_UP vs AMT_REQ_CREDIT_BUREAU_YEAR	3.52724642402328e-72
DEF_60_CNT_SOCIAL_CIRCLE vs EXT_SOURCE_2	2.65479783605828e-72
NAME_EDUCATION_TYPELower_secondary vs AMT_GOODS_PRICE	1.3203569913045e-73
EDUCATION_LEVELhighschool_incomplete vs AMT_GOODS_PRICE	1.3203569913045e-73
EDUCATION_LEVELcollege_graduate vs DEF_30_CNT_SOCIAL_CIRCLE	7.92137223515132e-75
OCCUPATION_TYPELaborers vs AMT_CREDIT	6.79823251422629e-75
NAME_EDUCATION_TYPEHigher_education vs DEF_30_CNT_SOCIAL_CIRCLE	6.76315609626364e-75
NAME_EDUCATION_TYPEHigher_education vs CREDIT_TO_ANNUITY_RATIO	1.5160694908773e-75
EDUCATION_LEVELcollege_graduate vs CREDIT_TO_ANNUITY_RATIO	9.40055526820825e-76
OCCUPATION_TYPEDrivers vs CNT_CHILDREN	3.02830573541446e-76
OCCUPATION_TYPEUnknown vs AMT_REQ_CREDIT_BUREAU_YEAR	5.87159753598504e-77
EDUCATION_LEVELcollege_graduate vs CNT_CHILDREN	2.41140484187819e-77
NAME_EDUCATION_TYPEHigher_education vs CNT_CHILDREN	9.28285174396794e-78
NAME_FAMILY_STATUSSeparated vs EXT_SOURCE_1	9.44895582054665e-79
OCCUPATION_TYPELaborers vs CREDIT_TO_ANNUITY_RATIO	5.86257043709644e-79
NAME_CONTRACT_TYPECash_loans vs EXT_SOURCE_1	3.24440664981742e-79
NAME_CONTRACT_TYPERevolving_loans vs EXT_SOURCE_1	3.24440664750175e-79
NAME_EDUCATION_TYPELower_secondary vs AMT_ANNUITY	7.23936598424742e-80
EDUCATION_LEVELhighschool_incomplete vs AMT_ANNUITY	7.23936598424742e-80
OCCUPATION_TYPESales_staff vs EXT_SOURCE_2	4.30042502490516e-80
NAME_FAMILY_STATUSMarried vs EXT_SOURCE_1	4.22687359305225e-80
OCCUPATION_TYPEDrivers vs AMT_ANNUITY	6.68677907530794e-81
AGE_BUCKET65_UP vs AMT_INCOME_TOTAL	4.50778889796258e-81
OCCUPATION_TYPELow_skill_Laborers vs DAYS_BIRTH	1.21584801611644e-81
OCCUPATION_TYPELow_skill_Laborers vs AGE_IN_YEARS	8.92829240311154e-82
OCCUPATION_TYPELow_skill_Laborers vs AGE_IN_YEARS_NUM	8.92829240311154e-82
INCOME_BRACKET150k_200k vs DAYS_BIRTH	6.79222425420231e-82
INCOME_BRACKET150k_200k vs AGE_IN_YEARS	4.7129619257492e-82
INCOME_BRACKET150k_200k vs AGE_IN_YEARS_NUM	4.7129619257492e-82
OCCUPATION_TYPEWaiters/barmen_staff vs EMPLOYED_IN_YEARS	3.92733373464659e-82
OCCUPATION_TYPEHigh_skill_tech_staff vs EXT_SOURCE_2	1.16643288609795e-83
OCCUPATION_TYPEManagers vs CNT_CHILDREN	5.95154103594656e-84
OCCUPATION_TYPECleaning_staff vs AGE_IN_YEARS	5.26585229683865e-85
OCCUPATION_TYPECleaning_staff vs AGE_IN_YEARS_NUM	5.26585229683865e-85
OCCUPATION_TYPECleaning_staff vs DAYS_BIRTH	4.15203486466596e-85
OCCUPATION_TYPECore_staff vs AMT_REQ_CREDIT_BUREAU_YEAR	9.44354142487149e-87
INCOME_BRACKET200k_250k vs AMT_REQ_CREDIT_BUREAU_YEAR	3.9695086385468e-88
OCCUPATION_TYPECleaning_staff vs AMT_ANNUITY	1.29236484219611e-88
AGE_BUCKET18_25 vs CREDIT_TO_GOODS_PRICE_RATIO	6.43894797245133e-90
FLAG_OWN_CARY vs CREDIT_TO_GOODS_PRICE_RATIO	1.48890587687555e-90
FLAG_OWN_CARN vs CREDIT_TO_GOODS_PRICE_RATIO	1.48890587649848e-90
OCCUPATION_TYPELaborers vs CREDIT_TO_INCOME_RATIO	7.58085620248756e-91
OCCUPATION_TYPELow_skill_Laborers vs EXT_SOURCE_2	1.24485371052031e-91
AGE_BUCKET18_25 vs AMT_REQ_CREDIT_BUREAU_YEAR	2.22861131899136e-96
NAME_FAMILY_STATUSSingle_/_not_married vs EXT_SOURCE_2	1.33284096093334e-97
AGE_BUCKET26_45 vs AMT_INCOME_TOTAL	1.8873379782551e-98
NAME_EDUCATION_TYPESecondary_/_secondary_special vs EXT_SOURCE_1	4.48983659131173e-99
OCCUPATION_TYPELow_skill_Laborers vs DAYS_EMPLOYED	1.7644243496638e-100
OCCUPATION_TYPEPrivate_service_staff vs AGE_IN_YEARS	1.36244587586115e-100
OCCUPATION_TYPEPrivate_service_staff vs AGE_IN_YEARS_NUM	1.36244587586115e-100
OCCUPATION_TYPEPrivate_service_staff vs DAYS_BIRTH	1.27568394477127e-100
INCOME_BRACKET100k_150k vs EXT_SOURCE_1	1.04550618459819e-100
NAME_EDUCATION_TYPEIncomplete_higher vs CREDIT_TO_INCOME_RATIO	4.26782261027709e-101
NAME_FAMILY_STATUSSeparated vs AMT_ANNUITY	5.35058222457952e-102
OCCUPATION_TYPELaborers vs AMT_GOODS_PRICE	9.04112083569842e-103
INCOME_BRACKET250k_300k vs EMPLOYED_IN_YEARS	3.79717082980336e-103
NAME_EDUCATION_TYPELower_secondary vs EXT_SOURCE_2	2.85343040170113e-103
EDUCATION_LEVELhighschool_incomplete vs EXT_SOURCE_2	2.85343040170113e-103
OCCUPATION_TYPEUnknown vs AMT_GOODS_PRICE	7.1082981097558e-104
FLAG_OWN_CARY vs DAYS_LAST_PHONE_CHANGE	3.07594931410318e-104
FLAG_OWN_CARN vs DAYS_LAST_PHONE_CHANGE	3.07594931364146e-104
OCCUPATION_TYPELaborers vs EXT_SOURCE_2	1.28879589687305e-104
INCOME_BRACKET250k_300k vs CREDIT_TO_ANNUITY_RATIO	6.03910997197885e-105
OCCUPATION_TYPELaborers vs CREDIT_TO_GOODS_PRICE_RATIO	1.21152828384605e-105
OCCUPATION_TYPEMedicine_staff vs EMPLOYED_IN_YEARS	5.67391243591474e-106
TARGET vs AMT_GOODS_PRICE	4.21731527297369e-107
NAME_FAMILY_STATUSMarried vs CREDIT_TO_GOODS_PRICE_RATIO	2.904381360352e-108
INCOME_BRACKET150k_200k vs CREDIT_TO_INCOME_RATIO	2.8814210818349e-108
OCCUPATION_TYPESales_staff vs CNT_CHILDREN	1.92484982348541e-110
INCOME_BRACKET0_50k vs EXT_SOURCE_1	9.78660991551502e-111
AGE_BUCKET26_45 vs AMT_REQ_CREDIT_BUREAU_YEAR	6.42638834566121e-112
NAME_FAMILY_STATUSMarried vs EXT_SOURCE_2	1.73824189950533e-115
FLAG_OWN_CARY vs CREDIT_TO_INCOME_RATIO	1.63502258617997e-116
FLAG_OWN_CARN vs CREDIT_TO_INCOME_RATIO	1.63502258540283e-116
OCCUPATION_TYPEManagers vs DAYS_BIRTH	5.1283132822911e-117
OCCUPATION_TYPEUnknown vs AMT_CREDIT	4.5806380983679e-117
OCCUPATION_TYPEManagers vs AGE_IN_YEARS	4.1867981331829e-117
OCCUPATION_TYPEManagers vs AGE_IN_YEARS_NUM	4.1867981331829e-117
OCCUPATION_TYPEAccountants vs EXT_SOURCE_2	4.30027032237094e-118
INCOME_BRACKET50k_100k vs DAYS_LAST_PHONE_CHANGE	1.31905774983403e-118
NAME_EDUCATION_TYPELower_secondary vs DAYS_BIRTH	5.16269389805477e-119
EDUCATION_LEVELhighschool_incomplete vs DAYS_BIRTH	5.16269389805477e-119
NAME_EDUCATION_TYPELower_secondary vs AGE_IN_YEARS	4.62084810089699e-119
NAME_EDUCATION_TYPELower_secondary vs AGE_IN_YEARS_NUM	4.62084810089699e-119
EDUCATION_LEVELhighschool_incomplete vs AGE_IN_YEARS	4.62084810089699e-119
EDUCATION_LEVELhighschool_incomplete vs AGE_IN_YEARS_NUM	4.62084810089699e-119
INCOME_BRACKET150k_200k vs AMT_GOODS_PRICE	6.01959105344373e-120
OCCUPATION_TYPEDrivers vs CREDIT_TO_INCOME_RATIO	1.52984547461479e-121
INCOME_BRACKET200k_250k vs CREDIT_TO_ANNUITY_RATIO	6.64552635143017e-124
INCOME_BRACKET0_50k vs EXT_SOURCE_2	6.93305602436172e-128
OCCUPATION_TYPEPrivate_service_staff vs EMPLOYED_IN_YEARS	2.73402565956548e-128
OCCUPATION_TYPEUnknown vs AMT_INCOME_TOTAL	5.676440542513e-129
OCCUPATION_TYPEPrivate_service_staff vs DAYS_EMPLOYED	2.58631644422627e-129
EDUCATION_LEVELhighschool_graduate vs OBS_60_CNT_SOCIAL_CIRCLE	1.02400790679804e-130
EDUCATION_LEVELhighschool_graduate vs OBS_30_CNT_SOCIAL_CIRCLE	2.42796277437797e-131
NAME_FAMILY_STATUSCivil_marriage vs AMT_ANNUITY	2.18587587792721e-135
NAME_EDUCATION_TYPESecondary_/_secondary_special vs OBS_60_CNT_SOCIAL_CIRCLE	1.64679624969725e-136
NAME_EDUCATION_TYPESecondary_/_secondary_special vs OBS_30_CNT_SOCIAL_CIRCLE	8.28671576410681e-137
TARGET vs DAYS_EMPLOYED	3.54882269076618e-137
INCOME_BRACKET150k_200k vs AMT_CREDIT	1.36559383616741e-138
OCCUPATION_TYPEWaiters/barmen_staff vs AGE_IN_YEARS	1.82807933718403e-139
OCCUPATION_TYPEWaiters/barmen_staff vs AGE_IN_YEARS_NUM	1.82807933718403e-139
OCCUPATION_TYPEWaiters/barmen_staff vs DAYS_BIRTH	1.00497620930408e-139
NAME_EDUCATION_TYPEHigher_education vs OBS_60_CNT_SOCIAL_CIRCLE	5.13113883507974e-140
NAME_EDUCATION_TYPEHigher_education vs OBS_30_CNT_SOCIAL_CIRCLE	4.67207778174175e-141
EDUCATION_LEVELcollege_graduate vs OBS_60_CNT_SOCIAL_CIRCLE	2.35812763941585e-141
INCOME_BRACKET300k_UP vs CREDIT_TO_ANNUITY_RATIO	1.73830372611673e-141
EDUCATION_LEVELcollege_graduate vs OBS_30_CNT_SOCIAL_CIRCLE	2.12687724454382e-142
OCCUPATION_TYPELow_skill_Laborers vs EMPLOYED_IN_YEARS	1.06382521447641e-142
NAME_FAMILY_STATUSSeparated vs CREDIT_TO_INCOME_RATIO	1.10227089802245e-143
OCCUPATION_TYPEAccountants vs EXT_SOURCE_1	2.01226543574447e-146
INCOME_BRACKET300k_UP vs EXT_SOURCE_1	8.70700390266546e-148
INCOME_BRACKET300k_UP vs CREDIT_TO_GOODS_PRICE_RATIO	6.84387723710658e-148
NAME_FAMILY_STATUSCivil_marriage vs AMT_CREDIT	2.88783664160666e-148
INCOME_BRACKET250k_300k vs DAYS_EMPLOYED	9.77358065013899e-150
OCCUPATION_TYPEManagers vs CREDIT_TO_GOODS_PRICE_RATIO	4.24893422948072e-151
CODE_GENDERF vs CNT_CHILDREN	2.36189768069353e-152
CODE_GENDERM vs CNT_CHILDREN	2.36189767116996e-152
INCOME_BRACKET150k_200k vs EMPLOYED_IN_YEARS	8.20316983058454e-154
NAME_FAMILY_STATUSSingle_/_not_married vs DAYS_EMPLOYED	1.185828641255e-154
AGE_BUCKET46_64 vs AMT_REQ_CREDIT_BUREAU_YEAR	8.45283521712124e-157
HAS_CHILDREN vs AMT_REQ_CREDIT_BUREAU_YEAR	9.97342108010141e-158
HAS_CHILDREN_NUM vs AMT_REQ_CREDIT_BUREAU_YEAR	9.97342108010141e-158
EDUCATION_LEVELhighschool_graduate vs CREDIT_TO_INCOME_RATIO	1.99171303861567e-158
OCCUPATION_TYPEAccountants vs AMT_ANNUITY	4.54956454319082e-160
AGE_BUCKET46_64 vs DAYS_LAST_PHONE_CHANGE	1.18276435060581e-162
INCOME_BRACKET150k_200k vs AMT_ANNUITY	1.80393160258443e-164
NAME_FAMILY_STATUSCivil_marriage vs EXT_SOURCE_1	2.40573840761336e-166
OCCUPATION_TYPEManagers vs CREDIT_TO_INCOME_RATIO	1.15174005817062e-167
NAME_CONTRACT_TYPERevolving_loans vs AMT_REQ_CREDIT_BUREAU_YEAR	2.00611234421834e-168
NAME_CONTRACT_TYPECash_loans vs AMT_REQ_CREDIT_BUREAU_YEAR	2.00611233913661e-168
NAME_FAMILY_STATUSMarried vs DAYS_LAST_PHONE_CHANGE	1.39212307301692e-168
OCCUPATION_TYPEAccountants vs AMT_CREDIT	4.5956123391351e-169
NAME_FAMILY_STATUSCivil_marriage vs DAYS_EMPLOYED	4.0629474251355e-172
NAME_FAMILY_STATUSCivil_marriage vs AMT_GOODS_PRICE	2.95263896150641e-172
NAME_FAMILY_STATUSMarried vs DAYS_EMPLOYED	1.19693774349645e-177
INCOME_BRACKET150k_200k vs DAYS_EMPLOYED	7.48283291625574e-178
NAME_EDUCATION_TYPEHigher_education vs CREDIT_TO_INCOME_RATIO	9.37328208710285e-180
OCCUPATION_TYPEAccountants vs AGE_IN_YEARS	1.865495177307e-180
OCCUPATION_TYPEAccountants vs AGE_IN_YEARS_NUM	1.865495177307e-180
OCCUPATION_TYPEAccountants vs DAYS_BIRTH	1.41451061525443e-180
EDUCATION_LEVELcollege_graduate vs CREDIT_TO_INCOME_RATIO	4.27940454216764e-181
INCOME_BRACKET100k_150k vs EXT_SOURCE_2	3.17824472094678e-183
NAME_FAMILY_STATUSSeparated vs AGE_IN_YEARS	1.22871433953823e-190
NAME_FAMILY_STATUSSeparated vs AGE_IN_YEARS_NUM	1.22871433953823e-190
NAME_FAMILY_STATUSSeparated vs DAYS_BIRTH	4.16393328442092e-191
AGE_BUCKET26_45 vs AMT_ANNUITY	1.52451836131946e-195
FLAG_OWN_CARY vs EXT_SOURCE_2	6.71158685923627e-196
FLAG_OWN_CARN vs EXT_SOURCE_2	6.71158685321401e-196
OCCUPATION_TYPEAccountants vs AMT_GOODS_PRICE	3.68453750661413e-198
OCCUPATION_TYPEDrivers vs DAYS_BIRTH	1.62889147486343e-199
OCCUPATION_TYPEDrivers vs AGE_IN_YEARS	1.38593507904246e-199
OCCUPATION_TYPEDrivers vs AGE_IN_YEARS_NUM	1.38593507904246e-199
NAME_CONTRACT_TYPERevolving_loans vs DAYS_EMPLOYED	1.86921419313512e-200
NAME_CONTRACT_TYPECash_loans vs DAYS_EMPLOYED	1.86921419194589e-200
TARGET vs DAYS_LAST_PHONE_CHANGE	3.22648758978825e-206
NAME_FAMILY_STATUSCivil_marriage vs CREDIT_TO_INCOME_RATIO	4.15761291196789e-215
INCOME_BRACKET100k_150k vs CREDIT_TO_INCOME_RATIO	2.97554964579947e-217
AGE_BUCKET18_25 vs CNT_CHILDREN	2.50208313281037e-222
OCCUPATION_TYPEHigh_skill_tech_staff vs AGE_IN_YEARS	1.20109313304708e-223
OCCUPATION_TYPEHigh_skill_tech_staff vs AGE_IN_YEARS_NUM	1.20109313304708e-223
OCCUPATION_TYPEHigh_skill_tech_staff vs DAYS_BIRTH	8.68778863740771e-224
OCCUPATION_TYPEUnknown vs CREDIT_TO_INCOME_RATIO	1.37640161023222e-224
INCOME_BRACKET250k_300k vs EXT_SOURCE_2	4.61592843967129e-225
OCCUPATION_TYPECleaning_staff vs DAYS_EMPLOYED	3.564937967603e-225
NAME_EDUCATION_TYPELower_secondary vs EMPLOYED_IN_YEARS	4.68096658560853e-231
EDUCATION_LEVELhighschool_incomplete vs EMPLOYED_IN_YEARS	4.68096658560853e-231
AGE_BUCKET26_45 vs CREDIT_TO_ANNUITY_RATIO	5.88601543357798e-239
OCCUPATION_TYPECleaning_staff vs EMPLOYED_IN_YEARS	5.24979332587384e-240
INCOME_BRACKET50k_100k vs AMT_REQ_CREDIT_BUREAU_YEAR	3.55218644848133e-241
INCOME_BRACKET200k_250k vs EXT_SOURCE_2	7.14584188082538e-251
NAME_FAMILY_STATUSSingle_/_not_married vs DAYS_LAST_PHONE_CHANGE	1.76679896934808e-251
OCCUPATION_TYPELow_skill_Laborers vs EXT_SOURCE_1	1.79657092229296e-252
OCCUPATION_TYPECore_staff vs CNT_CHILDREN	1.42686951152593e-253
OCCUPATION_TYPELaborers vs CNT_CHILDREN	5.69786213549409e-254
INCOME_BRACKET300k_UP vs EMPLOYED_IN_YEARS	1.203147914356e-254
NAME_EDUCATION_TYPEIncomplete_higher vs DAYS_EMPLOYED	2.22821718367437e-257
NAME_EDUCATION_TYPESecondary_/_secondary_special vs CREDIT_TO_INCOME_RATIO	1.46456779235778e-257
NAME_CONTRACT_TYPECash_loans vs DAYS_LAST_PHONE_CHANGE	4.33881240319284e-258
NAME_CONTRACT_TYPERevolving_loans vs DAYS_LAST_PHONE_CHANGE	4.33881240277137e-258
NAME_FAMILY_STATUSCivil_marriage vs EMPLOYED_IN_YEARS	6.61414945081185e-260
CODE_GENDERM vs CREDIT_TO_ANNUITY_RATIO	3.39857537081128e-264
CODE_GENDERF vs CREDIT_TO_ANNUITY_RATIO	3.39857536952871e-264
NAME_CONTRACT_TYPECash_loans vs EMPLOYED_IN_YEARS	5.00589686115824e-267
NAME_CONTRACT_TYPERevolving_loans vs EMPLOYED_IN_YEARS	5.0058968481893e-267
INCOME_BRACKET200k_250k vs EMPLOYED_IN_YEARS	4.80803533294779e-268
NAME_FAMILY_STATUSWidow vs AMT_CREDIT	5.88205502826046e-270
NAME_EDUCATION_TYPESecondary_/_secondary_special vs AMT_REQ_CREDIT_BUREAU_YEAR	1.36960712040697e-271
NAME_FAMILY_STATUSMarried vs CREDIT_TO_ANNUITY_RATIO	1.56704824970954e-272
AGE_BUCKET46_64 vs EXT_SOURCE_2	2.41720957590699e-276
EDUCATION_LEVELhighschool_graduate vs AMT_REQ_CREDIT_BUREAU_YEAR	3.88542391066467e-277
NAME_EDUCATION_TYPELower_secondary vs DAYS_EMPLOYED	2.11967816116036e-280
EDUCATION_LEVELhighschool_incomplete vs DAYS_EMPLOYED	2.11967816116036e-280
NAME_FAMILY_STATUSWidow vs AMT_GOODS_PRICE	4.78489066483879e-283
INCOME_BRACKET0_50k vs AMT_INCOME_TOTAL	4.59541407517349e-283
OCCUPATION_TYPECooking_staff vs DAYS_EMPLOYED	4.47527755234894e-290
NAME_EDUCATION_TYPEHigher_education vs AMT_REQ_CREDIT_BUREAU_YEAR	6.23710893691389e-292
NAME_FAMILY_STATUSCivil_marriage vs DAYS_BIRTH	5.65868815550852e-292
NAME_FAMILY_STATUSCivil_marriage vs AGE_IN_YEARS	5.40507485568923e-292
NAME_FAMILY_STATUSCivil_marriage vs AGE_IN_YEARS_NUM	5.40507485568923e-292
EDUCATION_LEVELcollege_graduate vs AMT_REQ_CREDIT_BUREAU_YEAR	4.4122293679359e-294
TARGET vs EMPLOYED_IN_YEARS	1.11192153319046e-295
OCCUPATION_TYPECooking_staff vs EMPLOYED_IN_YEARS	6.85536669161707e-305
AGE_BUCKET26_45 vs CREDIT_TO_INCOME_RATIO	1.30631646031082e-306
NAME_CONTRACT_TYPECash_loans vs CREDIT_TO_ANNUITY_RATIO	1.16126457843367e-306
NAME_CONTRACT_TYPERevolving_loans vs CREDIT_TO_ANNUITY_RATIO	1.16126457733237e-306
TARGET vs DAYS_BIRTH	0
TARGET vs EXT_SOURCE_1	0
TARGET vs EXT_SOURCE_2	0
TARGET vs AGE_IN_YEARS	0
TARGET vs AGE_IN_YEARS_NUM	0
TARGET vs CREDIT_TO_GOODS_PRICE_RATIO	0
DEF_60_CNT_SOCIAL_CIRCLE vs OBS_30_CNT_SOCIAL_CIRCLE	0
DEF_60_CNT_SOCIAL_CIRCLE vs DEF_30_CNT_SOCIAL_CIRCLE	0
DEF_60_CNT_SOCIAL_CIRCLE vs OBS_60_CNT_SOCIAL_CIRCLE	0
HAS_CHILDREN vs CNT_CHILDREN	0
HAS_CHILDREN vs DAYS_BIRTH	0
HAS_CHILDREN vs DAYS_EMPLOYED	0
HAS_CHILDREN vs EXT_SOURCE_1	0
HAS_CHILDREN vs AGE_IN_YEARS	0
HAS_CHILDREN vs EMPLOYED_IN_YEARS	0
HAS_CHILDREN vs AGE_IN_YEARS_NUM	0
HAS_CHILDREN_NUM vs CNT_CHILDREN	0
HAS_CHILDREN_NUM vs DAYS_BIRTH	0
HAS_CHILDREN_NUM vs DAYS_EMPLOYED	0
HAS_CHILDREN_NUM vs EXT_SOURCE_1	0
HAS_CHILDREN_NUM vs AGE_IN_YEARS	0
HAS_CHILDREN_NUM vs EMPLOYED_IN_YEARS	0
HAS_CHILDREN_NUM vs AGE_IN_YEARS_NUM	0
CODE_GENDERF vs AMT_INCOME_TOTAL	0
CODE_GENDERF vs AMT_ANNUITY	0
CODE_GENDERF vs DAYS_BIRTH	0
CODE_GENDERF vs DAYS_EMPLOYED	0
CODE_GENDERF vs EXT_SOURCE_1	0
CODE_GENDERF vs AGE_IN_YEARS	0
CODE_GENDERF vs EMPLOYED_IN_YEARS	0
CODE_GENDERF vs AGE_IN_YEARS_NUM	0
CODE_GENDERF vs CREDIT_TO_INCOME_RATIO	0
CODE_GENDERM vs AMT_INCOME_TOTAL	0
CODE_GENDERM vs AMT_ANNUITY	0
CODE_GENDERM vs DAYS_BIRTH	0
CODE_GENDERM vs DAYS_EMPLOYED	0
CODE_GENDERM vs EXT_SOURCE_1	0
CODE_GENDERM vs AGE_IN_YEARS	0
CODE_GENDERM vs EMPLOYED_IN_YEARS	0
CODE_GENDERM vs AGE_IN_YEARS_NUM	0
CODE_GENDERM vs CREDIT_TO_INCOME_RATIO	0
NAME_CONTRACT_TYPECash_loans vs AMT_CREDIT	0
NAME_CONTRACT_TYPECash_loans vs AMT_ANNUITY	0
NAME_CONTRACT_TYPECash_loans vs AMT_GOODS_PRICE	0
NAME_CONTRACT_TYPECash_loans vs DAYS_BIRTH	0
NAME_CONTRACT_TYPECash_loans vs AGE_IN_YEARS	0
NAME_CONTRACT_TYPECash_loans vs AGE_IN_YEARS_NUM	0
NAME_CONTRACT_TYPECash_loans vs CREDIT_TO_INCOME_RATIO	0
NAME_CONTRACT_TYPECash_loans vs CREDIT_TO_GOODS_PRICE_RATIO	0
NAME_CONTRACT_TYPERevolving_loans vs AMT_CREDIT	0
NAME_CONTRACT_TYPERevolving_loans vs AMT_ANNUITY	0
NAME_CONTRACT_TYPERevolving_loans vs AMT_GOODS_PRICE	0
NAME_CONTRACT_TYPERevolving_loans vs DAYS_BIRTH	0
NAME_CONTRACT_TYPERevolving_loans vs AGE_IN_YEARS	0
NAME_CONTRACT_TYPERevolving_loans vs AGE_IN_YEARS_NUM	0
NAME_CONTRACT_TYPERevolving_loans vs CREDIT_TO_INCOME_RATIO	0
NAME_CONTRACT_TYPERevolving_loans vs CREDIT_TO_GOODS_PRICE_RATIO	0
FLAG_OWN_CARN vs CNT_CHILDREN	0
FLAG_OWN_CARN vs AMT_INCOME_TOTAL	0
FLAG_OWN_CARN vs AMT_CREDIT	0
FLAG_OWN_CARN vs AMT_ANNUITY	0
FLAG_OWN_CARN vs AMT_GOODS_PRICE	0
FLAG_OWN_CARN vs DAYS_BIRTH	0
FLAG_OWN_CARN vs DAYS_EMPLOYED	0
FLAG_OWN_CARN vs EXT_SOURCE_1	0
FLAG_OWN_CARN vs AGE_IN_YEARS	0
FLAG_OWN_CARN vs EMPLOYED_IN_YEARS	0
FLAG_OWN_CARN vs AGE_IN_YEARS_NUM	0
FLAG_OWN_CARY vs CNT_CHILDREN	0
FLAG_OWN_CARY vs AMT_INCOME_TOTAL	0
FLAG_OWN_CARY vs AMT_CREDIT	0
FLAG_OWN_CARY vs AMT_ANNUITY	0
FLAG_OWN_CARY vs AMT_GOODS_PRICE	0
FLAG_OWN_CARY vs DAYS_BIRTH	0
